brand,Model,year,number_of_cylinders,engine_capacity_in_liters,engine_type,transmission,mixed_fuel_consumption_per_100_km_l,CO2_emissions_g/km
Volkswagen,Golf,2015,4,1.6,Diesel,Manual,4.75,
Volkswagen,Golf,2017,4,1.6,Diesel,Manual,4.75,
Volkswagen,Lupo,2005,4,1.7,Diesel,Manual,4.75,
Volkswagen,Polo,2001,4,1.7,Diesel,Manual,4.75,
Volkswagen,Polo,2002,4,1.7,Diesel,Manual,4.75,
Volkswagen,Golf,2015,4,2,Diesel,Manual,4.75,
Volkswagen,Polo,2005,3,1.4,Diesel,Manual,4.8,
Volkswagen,Polo,2009,3,1.4,Diesel,Manual,4.8,
Volkswagen,Golf,2015,4,1.6,Diesel,Manual,4.8,
Volkswagen,Jetta,2014,4,1.6,Diesel,Manual,4.8,
Volkswagen,Touran,2015,4,1.6,Diesel,Manual,4.8,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,4.8,
Volkswagen,Golf,2020,4,2,Diesel,Manual,4.8,
Volkswagen,Polo,2020,3,1,Gasoline,Manual,4.85,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,4.9,
Volkswagen,Jetta,2011,4,1.9,Diesel,Manual,4.9,
Volkswagen,Up,2020,3,1,Gasoline,Manual,4.95,
Volkswagen,up!,2016,3,1,Gasoline,Automatic,4.95,105
Volkswagen,up!,2016,3,1,Gasoline,Manual,4.95,
Volkswagen,up!,2016,3,1,Gasoline,Manual,4.95,109
Volkswagen,Beetle,2020,4,1.6,Diesel,Manual,4.95,
Volkswagen,Beetle,2020,4,1.6,Diesel,Automatic,4.95,
Volkswagen,Jetta,2011,4,1.6,Diesel,Manual,4.95,
Volkswagen,Tiguan,2020,4,2,Diesel,Manual,4.95,
Volkswagen,Golf,2020,3,1,Gasoline,Manual,5,
Volkswagen,Golf,2017,4,1.6,Diesel,Manual,5,
Volkswagen,Eos,2020,4,2,Diesel,Manual,5,
Volkswagen,Golf,2017,4,2,Diesel,Manual,5,
Volkswagen,Passat CC,2012,4,2,Diesel,Manual,5,
Volkswagen,Polo,2020,3,1,Gasoline,Manual,5.05,
Volkswagen,T-Cross,2020,3,1,Gasoline,Manual,5.05,
Volkswagen,Golf,2017,4,1.2,Gasoline,Manual,5.05,
Volkswagen,Golf,2015,4,1.6,Diesel,Manual,5.05,
Volkswagen,Polo,2005,4,1.9,Diesel,Manual,5.05,
Volkswagen,Jetta,2014,4,2,Diesel,Manual,5.05,
Volkswagen,Golf,2020,3,1,Gasoline,Manual,5.1,
Volkswagen,Golf,2017,4,1.2,Gasoline,Manual,5.1,
Volkswagen,Polo,2009,4,1.4,Diesel,Manual,5.1,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,5.1,
Volkswagen,Polo,2002,4,1.9,Diesel,Manual,5.1,
Volkswagen,Golf,2015,4,2,Diesel,Manual,5.1,
Volkswagen,Passat CC,2012,4,2,Diesel,Manual,5.1,
Volkswagen,Golf,2020,3,1,Gasoline,Manual,5.15,
Volkswagen,T-Cross,2020,3,1,Gasoline,Manual,5.15,
Volkswagen,Golf,2017,4,1.2,Gasoline,Manual,5.15,
Volkswagen,Fox,2009,3,1.4,Diesel,Manual,5.15,
Volkswagen,Polo,2005,4,1.9,Diesel,Manual,5.15,
Volkswagen,Golf,2017,4,2,Diesel,Manual,5.15,
Volkswagen,Passat,2010,4,2,Diesel,Manual,5.15,
Volkswagen,Golf,2020,3,1,Gasoline,Manual,5.2,
Volkswagen,Golf,2017,4,1.2,Gasoline,Manual,5.2,
Volkswagen,Lupo,2005,4,1.4,Gasoline,Manual,5.2,
Volkswagen,Polo,2002,4,1.9,Diesel,Manual,5.2,
Volkswagen,Polo,2005,3,1.9,Diesel,Manual,5.2,
Volkswagen,Polo,2005,4,1.9,Diesel,Manual,5.2,
Volkswagen,Polo,2009,4,1.9,Diesel,Manual,5.2,
Volkswagen,Golf,2015,4,2,Diesel,Manual,5.2,
Volkswagen,Passat,2010,4,2,Diesel,Manual,5.2,
Volkswagen,Tiguan,2020,4,2,Diesel,Manual,5.2,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.25,
Volkswagen,Polo,2001,4,1.9,Diesel,Manual,5.25,
Volkswagen,Beetle,2020,4,2,Diesel,Manual,5.25,
Volkswagen,T-Roc,2020,4,2,Diesel,Manual,5.25,
Volkswagen,T-Roc,2020,4,2,diesel,Manual,5.25,131
Volkswagen,Golf,2017,4,1.4,Gasoline,Manual,5.3,
Volkswagen,Parati,2000,4,1.8,Gasoline,Manual,5.3,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,5.3,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.3,
Volkswagen,Jetta,1998,4,1.9,Diesel,Automatic,5.3,
Volkswagen,Polo,2001,4,1.9,Diesel,Manual,5.3,
Volkswagen,Vento,1998,4,1.9,Diesel,Automatic,5.3,
Volkswagen,Sharan,2020,4,2,Diesel,Automatic,5.3,137
Volkswagen,T-Roc,2020,4,2,diesel,Manual,5.3,132
Volkswagen,T-Roc,2020,3,1,Gasoline,Manual,5.35,
Volkswagen,T-Roc,2020,,1,Gasoline,Manual,5.35,118
Volkswagen,Golf,2020,4,1.5,Gasoline,Manual,5.35,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.35,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,5.35,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.35,
Volkswagen,Jetta,1998,4,1.9,Diesel,Manual,5.35,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.35,
Volkswagen,Vento,1998,4,1.9,Diesel,Manual,5.35,
Volkswagen,Sharan,2020,4,2,Diesel,Manual,5.35,132
Volkswagen,Jetta,1992,4,1.6,Diesel,Manual,5.4,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.4,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,5.4,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.4,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,5.4,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.4,
Volkswagen,Polo,2001,4,1.9,Diesel,Manual,5.4,
Volkswagen,Polo,2009,4,1.9,Diesel,Manual,5.4,
Volkswagen,Beetle,2020,4,2,Diesel,Manual,5.4,
Volkswagen,Jetta,2011,4,2,Diesel,Manual,5.4,
Volkswagen,Golf,2017,4,1.2,Gasoline,Manual,5.45,
Volkswagen,Polo,2015,4,1.2,Gasoline,Manual,5.45,
Volkswagen,Golf,2017,4,1.4,Gasoline,Manual,5.45,
Volkswagen,Passat,2020,4,1.4,Gasoline,Manual,5.45,
Volkswagen,Polo,2001,4,1.7,Diesel,Manual,5.45,
Volkswagen,Beetle,2005,4,1.9,Diesel,Manual,5.45,
Volkswagen,Beetle,2010,4,1.9,diesel,Manual,5.45,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.45,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,5.45,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.45,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.45,
Volkswagen,Passat,2010,4,1.9,Diesel,Manual,5.45,
Volkswagen,Polo,2001,4,1.9,Diesel,Manual,5.45,
Volkswagen,Sharan,2020,4,2,Diesel,Automatic,5.45,139
Volkswagen,Golf,2017,4,1.2,Gasoline,Manual,5.5,
Volkswagen,Golf,2017,4,1.4,Gasoline,Manual,5.5,
Volkswagen,Golf,2020,4,1.4,Gasoline,Manual,5.5,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.5,
Volkswagen,Golf,2017,4,1.4,Gasoline,Manual,5.55,
Volkswagen,Beetle,2005,4,1.9,Diesel,Manual,5.55,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.55,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.55,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,5.55,
Volkswagen,Jetta,1998,4,1.9,Diesel,Manual,5.55,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.55,
Volkswagen,Jetta,2011,4,1.9,Diesel,Manual,5.55,
Volkswagen,Polo,2001,4,1.9,Diesel,Manual,5.55,
Volkswagen,Polo,2005,3,1.9,Diesel,Manual,5.55,
Volkswagen,Polo,2009,4,1.9,Diesel,Manual,5.55,
Volkswagen,Vento,1998,4,1.9,Diesel,Manual,5.55,
Volkswagen,Tiguan,2011,4,2,Diesel,Manual,5.55,
Volkswagen,Golf,2015,4,1.2,Gasoline,Manual,5.6,
Volkswagen,T-Roc,2020,4,1.5,Gasoline,Manual,5.6,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.6,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,5.6,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.6,
Volkswagen,Passat,2010,4,1.9,Diesel,Manual,5.6,
Volkswagen,Eos,2020,4,2,Diesel,Manual,5.6,
Volkswagen,Passat,2010,4,2,Diesel,Manual,5.6,
Volkswagen,Sharan,2020,4,2,Diesel,Manual,5.6,139
Volkswagen,Polo,2015,4,1.2,Gasoline,Manual,5.65,
Volkswagen,Golf,2017,4,1.4,Gasoline,Manual,5.65,
Volkswagen,Golf,2020,4,1.4,Gasoline,Manual,5.65,
Volkswagen,Jetta,2018,4,1.4,Gasoline,Manual,5.65,
Volkswagen,Scirocco,2020,4,1.4,Gasoline,Manual,5.65,
Volkswagen,T-Roc,2020,,1.5,Gasoline,Manual,5.65,122
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.65,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,5.65,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.65,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,5.65,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.65,
Volkswagen,Passat,2000,4,1.9,Diesel,Manual,5.65,
Volkswagen,Passat CC,2012,4,2,Diesel,Manual,5.65,
Volkswagen,Beetle,2010,4,1.9,Diesel,Manual,5.7,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.7,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.7,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.7,
Volkswagen,Passat,2000,4,1.9,Diesel,Manual,5.7,
Volkswagen,Passat,2005,4,1.9,Diesel,Manual,5.7,
Volkswagen,Touran,2015,4,2,Diesel,Manual,5.7,
Volkswagen,Passat,2020,4,1.4,Gasoline,Manual,5.75,
Volkswagen,Passat,1993,4,1.6,Diesel,Manual,5.75,
Volkswagen,Golf,2015,4,1.6,Diesel,Manual,5.75,
Volkswagen,Sharan,2000,4,1.9,Diesel,Manual,4,
Volkswagen,Golf,2017,4,1.6,Diesel,Manual,4.05,
Volkswagen,Golf,2017,4,1.6,Diesel,Manual,4.1,
Volkswagen,Golf,2020,4,1.6,Diesel,Manual,4.2,
Volkswagen,Up,2020,3,1,Gasoline,Manual,4.3,
Volkswagen,Golf,2020,4,1.6,Diesel,Manual,4.3,
Volkswagen,T-Cross,2020,4,1.6,Diesel,Manual,4.3,
Volkswagen,Jetta,2018,4,2,Diesel,Manual,4.3,
Volkswagen,Passat,2020,4,2,Diesel,Manual,4.3,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.75,
Volkswagen,Beetle,2020,4,2,Diesel,Automatic,5.75,
Volkswagen,Golf,2009,4,2,Diesel,Manual,5.75,
Volkswagen,Passat,2010,4,2,Diesel,Manual,5.75,
Volkswagen,Golf,2015,4,1.2,Gasoline,Manual,5.8,
Volkswagen,Touran,2020,4,1.2,Gasoline,Manual,5.8,
Volkswagen,Beetle,2005,4,1.9,Diesel,Automatic,5.8,
Volkswagen,Beetle,2005,4,1.9,Diesel,Manual,5.8,
Volkswagen,Beetle,2010,4,1.9,diesel,Manual,5.8,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,5.8,
Volkswagen,Caddy,2004,4,1.9,Diesel,Manual,5.8,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.8,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,5.8,
Volkswagen,Passat,2000,4,1.9,Diesel,Manual,5.8,
Volkswagen,Golf,2009,4,2,Diesel,Manual,5.8,
Volkswagen,Golf,2015,4,2,Diesel,Manual,5.8,
Volkswagen,Passat,2010,4,2,Diesel,Manual,5.8,
Volkswagen,Sharan,2015,4,2,Diesel,Manual,5.8,
Volkswagen,Touran,2015,4,2,Diesel,Manual,5.8,
Volkswagen,Caddy,2020,4,1.6,Diesel,Manual,5.85,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.85,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,5.85,
Volkswagen,Passat,2005,4,1.9,Diesel,Manual,5.85,
Volkswagen,Eos,2010,4,2,Diesel,Manual,5.85,
Volkswagen,Tiguan,2020,4,2,Diesel,Manual,5.85,
Volkswagen,Golf,2015,4,1.2,Gasoline,Manual,5.9,
Volkswagen,Polo,2015,3,1.2,Gasoline,Manual,5.9,
Volkswagen,Polo,2020,3,1.2,Gasoline,Manual,5.9,
Volkswagen,Caddy,2015,4,1.6,Diesel,Manual,5.9,
Volkswagen,Caddy,2020,4,1.6,Diesel,Manual,5.9,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,5.9,
Volkswagen,Touran,2010,4,1.9,Diesel,Manual,5.9,
Volkswagen,Golf,2009,4,2,Diesel,Manual,5.9,
Volkswagen,Jetta,2011,4,2,Diesel,Manual,5.9,
Volkswagen,Passat,2010,4,2,Diesel,Manual,5.9,
Volkswagen,Passat CC,2012,4,2,Diesel,Manual,5.9,
Volkswagen,Golf,2015,4,1.2,Gasoline,Manual,5.95,
Volkswagen,Golf,2017,4,1.4,Gasoline,Manual,5.95,
Volkswagen,Golf,2020,4,1.4,Gasoline,Manual,5.95,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,5.95,
Volkswagen,Passat,1993,4,1.9,Diesel,Manual,5.95,
Volkswagen,Passat,2010,4,1.9,Diesel,Manual,5.95,
Volkswagen,Caddy,2015,4,2,Diesel,Manual,5.95,
Volkswagen,Sharan,2015,4,2,Diesel,Automatic,5.95,
Volkswagen,Sharan,2020,4,2,diesel,Manual,5.95,147
Volkswagen,Polo,1990,4,1,Gasoline,Manual,6,
Volkswagen,Golf,2015,4,1.2,Gasoline,Manual,6,
Volkswagen,Jetta,1992,4,1.6,Diesel,Automatic,6,
Volkswagen,Caddy,2020,4,1.6,Diesel,Manual,6,
Volkswagen,Golf,1992,4,1.8,Gasoline,Manual,6,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,6,
Volkswagen,Passat,2000,4,1.9,Diesel,Manual,6,
Volkswagen,Passat,2005,4,1.9,Diesel,Manual,6,
Volkswagen,Passat CC,2012,4,2,Diesel,Manual,6,
Volkswagen,Touran,2010,4,2,Diesel,Manual,6,
Volkswagen,Beetle,2020,4,1.2,Gasoline,Manual,6.05,
Volkswagen,Tiguan,2020,4,1.4,Gasoline,Manual,6.05,
Volkswagen,Touran,2020,4,1.4,Gasoline,Manual,6.05,
Volkswagen,Jetta,1992,4,1.6,Diesel,Manual,6.05,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,6.05,
Volkswagen,Gol,2005,4,1.9,Diesel,Manual,6.05,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,6.05,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,6.05,
Volkswagen,Passat,1993,4,1.9,Diesel,Manual,6.05,
Volkswagen,Passat,2005,4,1.9,Diesel,Manual,6.05,
Volkswagen,Caddy,2015,4,2,Diesel,Manual,6.05,
Volkswagen,Polo,2002,4,1,Gasoline,Manual,6.1,
Volkswagen,Polo,1990,4,1,Gasoline,Manual,6.1,
Volkswagen,Golf,2015,4,1.2,Gasoline,Manual,6.1,
Volkswagen,Caddy,2020,4,1.4,Gasoline,Manual,6.1,
Volkswagen,Polo,2020,4,1.4,Gasoline,Manual,6.1,
Volkswagen,Polo,2020,4,1.6,Gasoline,Manual,6.1,
Volkswagen,Sharan,2015,4,2,Diesel,Manual,6.1,
Volkswagen,Caddy,2004,4,1.7,Diesel,Manual,6.15,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,6.15,
Volkswagen,Passat,2005,4,1.9,Diesel,Manual,6.15,
Volkswagen,Passat,2010,4,1.9,Diesel,Manual,6.15,
Volkswagen,Golf,2009,4,2,Diesel,Manual,6.15,
Volkswagen,Golf,2015,4,1.2,Gasoline,Manual,6.2,
Volkswagen,Polo,2002,4,1.2,Gasoline,Manual,6.2,
Volkswagen,Polo,2005,3,1.2,Gasoline,Manual,6.2,
Volkswagen,Polo,2009,3,1.2,Gasoline,Manual,6.2,
Volkswagen,Passat,2010,4,1.4,Gasoline,Manual,6.2,
Volkswagen,Polo,2001,4,1.4,Gasoline,Manual,6.2,
Volkswagen,Polo,2005,4,1.4,Gasoline,Manual,6.2,
Volkswagen,Polo,2009,4,1.4,Gasoline,Manual,6.2,
Volkswagen,Caddy,2020,4,1.4,Gasoline,Manual,6.2,
Volkswagen,Polo,2020,4,1.6,Gasoline,Manual,6.2,
Volkswagen,Caddy,2015,4,2,Gasoline,Manual,6.2,
Volkswagen,Golf,2009,4,2,Diesel,Manual,6.2,
Volkswagen,Lupo,2005,4,1,Gasoline,Manual,6.25,
Volkswagen,Golf,1992,4,1.8,Gasoline,Manual,6.25,
Volkswagen,Passat,2000,4,1.9,Diesel,Automatic,6.25,
Volkswagen,Passat,2000,4,1.9,Diesel,Manual,6.25,
Volkswagen,Golf,2009,4,2,Diesel,Manual,6.25,
Volkswagen,Caddy,2020,4,2,Diesel,Manual,6.25,
Volkswagen,Polo,2001,4,1,Gasoline,Manual,6.3,
Volkswagen,Beetle,2020,4,1.2,Gasoline,Manual,6.3,
Volkswagen,Tiguan,2020,4,1.4,Gasoline,Manual,6.3,
Volkswagen,Polo,2020,4,1.6,Gasoline,Automatic,6.3,
Volkswagen,Caddy,2010,4,1.9,Diesel,Manual,6.3,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,6.3,
Volkswagen,Touran,2006,4,1.9,Diesel,Manual,6.3,
Volkswagen,Touran,2010,4,1.9,Diesel,Manual,6.3,
Volkswagen,Passat,2010,4,2,Diesel,Manual,6.3,
Volkswagen,Sharan,2015,4,2,Diesel,Manual,6.3,
Volkswagen,Tiguan,2011,4,2,Diesel,Automatic,6.3,
Volkswagen,Tiguan,2011,4,2,Diesel,Manual,6.3,
Volkswagen,Golf,2017,4,2,Gasoline,Manual,6.3,
Volkswagen,Fox,2009,3,1.2,Gasoline,Manual,6.35,
Volkswagen,Polo,2002,4,1.2,Gasoline,Manual,6.35,
Volkswagen,Polo,2005,3,1.2,Gasoline,Manual,6.35,
Volkswagen,Polo,2009,4,1.2,Gasoline,Manual,6.35,
Volkswagen,Polo,2009,3,1.2,Gasoline,Manual,6.35,
Volkswagen,Polo,2015,4,1.4,Gasoline,Manual,6.35,
Volkswagen,Caddy,2015,4,2,Diesel,Manual,6.35,
Volkswagen,Golf,2009,4,2,Diesel,Manual,6.35,
Volkswagen,Jetta,2011,4,2,Diesel,Manual,6.35,
Volkswagen,Caddy,2020,4,2,Diesel,Manual,6.35,
Volkswagen,Polo,2001,4,1,Gasoline,Manual,6.4,
Volkswagen,Caddy,2010,4,1.9,Diesel,Manual,6.4,
Volkswagen,Golf,2009,4,1.9,Diesel,Manual,6.4,
Volkswagen,Jetta,1998,4,1.9,Diesel,Manual,6.4,
Volkswagen,Jetta,2011,4,1.9,Diesel,Manual,6.4,
Volkswagen,Passat,2000,4,1.9,Diesel,Automatic,6.4,
Volkswagen,Passat,2000,4,1.9,Diesel,Manual,6.4,
Volkswagen,Touran,2006,4,1.9,Diesel,Manual,6.4,
Volkswagen,Touran,2010,4,1.9,Diesel,Manual,6.4,
Volkswagen,Vento,1998,4,1.9,Diesel,Manual,6.4,
Volkswagen,Passat,2010,4,2,Diesel,Manual,6.4,
Volkswagen,Passat CC,2012,4,2,Diesel,Manual,6.4,
Volkswagen,Touran,2006,4,2,Diesel,Manual,6.4,
Volkswagen,Touran,2010,4,2,Diesel,Manual,6.4,
Volkswagen,Eos,2010,4,1.4,Gasoline,Manual,6.45,
Volkswagen,Eos,2020,4,1.4,Gasoline,Manual,6.45,
Volkswagen,Polo,2015,4,1.6,Gasoline,Manual,6.45,
Volkswagen,Caddy,2015,4,2,Diesel,Manual,6.45,
Volkswagen,Eos,2010,4,2,Diesel,Manual,6.45,
Volkswagen,Caddy,2010,4,2,Gasoline,Manual,6.45,
Volkswagen,Caddy,2020,4,2,Diesel,Manual,6.45,
Volkswagen,Beetle,2020,4,1.2,Gasoline,Manual,6.5,
Volkswagen,Jetta,1992,4,1.3,Gasoline,Manual,6.5,
Volkswagen,Polo,1990,4,1.3,Gasoline,Manual,6.5,
Volkswagen,Passat,2010,4,1.4,Gasoline,Manual,6.5,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,6.5,
Volkswagen,Passat,2000,4,1.9,Diesel,Manual,6.5,
Volkswagen,Sharan,2015,4,2,Diesel,Automatic,6.5,
Volkswagen,Touran,2006,4,2,Diesel,Manual,6.5,
Volkswagen,Bora,2005,4,1.6,Gasoline,Manual,6.55,
Volkswagen,Golf,2006,4,1.6,Gasoline,Manual,6.55,
Volkswagen,Golf,2017,4,1.6,Gasoline,Manual,6.55,
Volkswagen,Jetta,2005,4,1.6,Gasoline,Manual,6.55,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,6.55,
Volkswagen,Caddy,2010,4,1.9,Diesel,Manual,6.55,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,6.55,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,6.55,
Volkswagen,Jetta,1998,4,1.9,Diesel,Manual,6.55,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,6.55,
Volkswagen,Vento,1998,4,1.9,Diesel,Manual,6.55,
Volkswagen,California,2020,4,2,Diesel,Manual,6.55,
Volkswagen,Passat,2010,4,2,Diesel,Manual,6.55,
Volkswagen,Polo,2009,4,1.2,Gasoline,Manual,6.6,
Volkswagen,Lupo,2005,4,1.4,Gasoline,Manual,6.6,
Volkswagen,Passat,2015,4,1.4,Gasoline,Manual,6.6,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,6.6,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,6.6,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,6.6,
Volkswagen,Sharan,2010,4,1.9,Diesel,Manual,6.6,
Volkswagen,Sharan,2003,4,1.9,Diesel,Manual,6.6,
Volkswagen,Caddy,2010,4,2,Diesel,Manual,6.6,
Volkswagen,Tiguan,2011,4,2,Diesel,Manual,6.6,
Volkswagen,Touran,2010,4,2,Diesel,Manual,6.6,
Volkswagen,Pointer,2008,4,1,Gasoline,Manual,6.65,
Volkswagen,Golf,2015,4,1.4,Gasoline,Manual,6.65,
Volkswagen,Jetta,2014,4,1.4,Gasoline,Manual,6.65,
Volkswagen,Jetta,2018,4,1.4,Gasoline,Manual,6.65,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,6.65,
Volkswagen,Caddy,2010,4,1.9,Diesel,Manual,6.65,
Volkswagen,Golf,1998,4,1.9,Diesel,Manual,6.65,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,6.65,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,6.65,
Volkswagen,Caddy,2020,4,2,Diesel,Manual,6.65,
Volkswagen,California,2020,4,2,Diesel,Manual,6.65,
Volkswagen,Caravelle,2004,4,2.5,Diesel,Manual,6.65,
Volkswagen,Multivan,2003,4,2.5,Diesel,Manual,6.65,
Volkswagen,Gol,2005,4,1,Gasoline,Manual,6.7,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,6.7,
Volkswagen,Lupo,2005,4,1.4,Gasoline,Manual,6.7,
Volkswagen,Polo,2001,4,1.4,Gasoline,Automatic,6.7,
Volkswagen,Polo,2001,4,1.4,Gasoline,Manual,6.7,
Volkswagen,Polo,2002,4,1.4,Gasoline,Manual,6.7,
Volkswagen,Sharan,2020,4,1.4,Gasoline,Manual,6.7,149
Volkswagen,Golf,2006,4,1.6,Gasoline,Manual,6.7,
Volkswagen,Jetta,2005,4,1.6,Gasoline,Manual,6.7,
Volkswagen,Jetta,2018,4,1.6,Gasoline,Manual,6.7,
Volkswagen,Bora,2005,4,1.9,Diesel,Manual,6.7,
Volkswagen,Caddy,2010,4,1.9,Diesel,Automatic,6.7,
Volkswagen,Golf,2006,4,1.9,Diesel,Automatic,6.7,
Volkswagen,Golf,2006,4,1.9,Diesel,Manual,6.7,
Volkswagen,Jetta,2005,4,1.9,Diesel,Manual,6.7,
Volkswagen,Caddy,2010,4,2,Diesel,Manual,6.7,
Volkswagen,Touran,2015,4,1.2,Gasoline,Manual,6.75,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,6.75,
Volkswagen,Jetta,2011,4,1.4,Gasoline,Manual,6.75,
Volkswagen,Golf,2006,4,1.9,Diesel,Automatic,6.75,
Volkswagen,Sharan,2010,4,1.9,Diesel,Manual,6.75,
Volkswagen,Caddy,2015,4,2,Diesel,Manual,6.75,
Volkswagen,Caddy,2020,4,2,Diesel,Manual,6.75,
Volkswagen,California,2020,4,2,Diesel,Manual,6.75,
Volkswagen,Eos,2020,4,1.4,Gasoline,Manual,6.8,
Volkswagen,Golf,2015,4,1.4,Gasoline,Manual,6.8,
Volkswagen,Bora,2005,4,1.9,Diesel,Automatic,6.8,
Volkswagen,Golf,2006,4,1.9,Diesel,Automatic,6.8,
Volkswagen,Jetta,2005,4,1.9,Diesel,Automatic,6.8,
Volkswagen,Passat,2010,4,2,Diesel,Manual,6.8,
Volkswagen,Golf,2015,4,1.4,Gasoline,Manual,6.85,
Volkswagen,Jetta,1998,4,1.4,Gasoline,Manual,6.85,
Volkswagen,Polo,2001,4,1.4,Gasoline,Manual,6.85,
Volkswagen,Scirocco,2015,4,1.4,Gasoline,Manual,6.85,
Volkswagen,Vento,1998,4,1.4,Gasoline,Manual,6.85,
Volkswagen,Tiguan,2020,4,1.4,Gasoline,Manual,6.85,
Volkswagen,Beetle,2010,4,1.9,diesel,Automatic,6.85,
Volkswagen,Bora,2005,4,1.9,Diesel,Automatic,6.85,
Volkswagen,Caddy,2010,4,1.9,Diesel,Manual,6.85,
Volkswagen,Golf,2006,4,1.9,Diesel,Automatic,6.85,
Volkswagen,Jetta,2005,4,1.9,Diesel,Automatic,6.85,
Volkswagen,Caddy,2015,4,2,Diesel,Manual,6.85,
Volkswagen,Caddy,2020,4,2,Diesel,Manual,6.85,
Volkswagen,Transporter,2020,4,2,Diesel,Manual,6.85,
Volkswagen,Touareg,2018,6,3,Diesel,Automatic,6.85,
Volkswagen,Golf,2015,4,1.4,Gasoline,Manual,6.9,
Volkswagen,Polo,2001,4,1.4,Gasoline,Manual,6.9,
Volkswagen,Polo,2009,4,1.4,Gasoline,Automatic,6.9,
Volkswagen,Polo,2009,4,1.4,Gasoline,Manual,6.9,
Volkswagen,Tiguan,2011,4,1.4,Gasoline,Manual,6.9,
Volkswagen,Tiguan,2017,4,1.4,Gasoline,Manual,6.9,
Volkswagen,Sharan,2020,4,1.4,Gasoline,Automatic,6.9,155
Volkswagen,Jetta,2014,4,1.6,Gasoline,Manual,6.9,
Volkswagen,Jetta,2018,4,1.6,Gasoline,Automatic,6.9,
Volkswagen,Jetta,2018,4,1.6,Gasoline,Manual,6.9,
Volkswagen,Polo,2015,4,1.6,Gasoline,Manual,6.9,
Volkswagen,Bora,2005,4,1.9,Diesel,Automatic,6.9,
