brand,Model,year,number_of_cylinders,engine_capacity_in_liters,engine_type,transmission,mixed_fuel_consumption_per_100_km_l,CO2_emissions_g/km
Audi,A1,2014,4,1.4,Gasoline,Manual,4.95,
Audi,A1,2020,4,1.4,Gasoline,Manual,4.95,
Audi,A3,2020,4,1.4,Gasoline,Manual,4.95,
Audi,Q2,2020,4,1.6,diesel,Manual,4.95,125
Audi,A3,2013,4,1.9,Diesel,Manual,4.95,
Audi,A3,2013,4,2,Diesel,Manual,4.95,
Audi,A3,2016,4,2,Diesel,Manual,4.95,
Audi,100,1994,5,2.4,Diesel,Manual,4.95,
Audi,A1,2020,3,1,Gasoline,Manual,5,
Audi,A3,2020,4,1.4,Gasoline,Manual,5,
Audi,80,1996,4,1.9,diesel,Manual,5,
Audi,80,1996,4,1.9,Diesel,Automatic,5,
Audi,A3,2016,4,2,Diesel,Manual,5,
Audi,A3,2020,4,2,Diesel,Manual,5,
Audi,A4,2016,4,2,Diesel,Manual,5,
Audi,A5,2016,4,2,Diesel,Manual,5,
Audi,A4,2020,6,3,Diesel,Automatic,5,
Audi,A3,2016,4,1.4,Gasoline,Manual,5.05,
Audi,A3,2013,4,1.9,Diesel,Manual,5.05,
Audi,A4,2016,4,2,Diesel,Automatic,5.05,
Audi,A5,2016,4,2,Diesel,Automatic,5.05,
Audi,A4,2016,6,3,Diesel,Automatic,5.05,
Audi,A5,2016,6,3,Diesel,Automatic,5.05,
Audi,A1,2020,3,1,Gasoline,Manual,5.1,111
Audi,A5,2016,4,2,Diesel,Manual,5.1,
Audi,Q3,2020,4,2,diesel,Manual,5.1,130
Audi,A3,2016,4,1.2,Gasoline,Manual,5.15,
Audi,A3,2008,4,1.9,Diesel,Manual,5.15,
Audi,A4,2016,4,2,Diesel,Manual,5.15,
Audi,A5,2016,4,2,Diesel,Manual,5.15,
Audi,A3,2016,4,1.4,Gasoline,Manual,5.2,
Audi,A3,2005,4,1.9,Diesel,Manual,5.2,
Audi,A3,2008,4,1.9,Diesel,Manual,5.2,
Audi,A5,2016,4,2,Diesel,Automatic,5.2,
Audi,A6,2014,4,2,Diesel,Manual,5.2,
Audi,A6,2014,4,2,Diesel,Automatic,5.2,
Audi,A4,2020,6,3,Diesel,Automatic,5.2,
Audi,A4,2020,6,3,diesel,Automatic,5.2,134
Audi,A6,2014,6,3,Diesel,Automatic,5.2,
Audi,A1,2020,4,1.4,Gasoline,Manual,5.25,
Audi,A3,2020,4,1.5,Gasoline,Manual,5.25,114
Audi,80,1996,4,1.9,diesel,Manual,5.25,
Audi,A3,2000,4,1.9,Diesel,Manual,5.25,
Audi,A3,2003,4,1.9,Diesel,Manual,5.25,
Audi,A4,2016,6,3,Diesel,Automatic,5.25,
Audi,A1,2014,4,1.2,Gasoline,Manual,5.3,
Audi,A3,2016,4,1.2,Gasoline,Manual,5.3,
Audi,A3,2020,4,1.5,Gasoline,Manual,5.3,116
Audi,A3,2000,4,1.9,Diesel,Manual,5.3,
Audi,A3,2003,4,1.9,Diesel,Manual,5.3,
Audi,A4,2016,4,2,Diesel,Manual,5.3,
Audi,A5,2011,4,2,Diesel,Manual,5.3,
Audi,A5,2016,4,2,Diesel,Manual,5.3,
Audi,A6,2014,4,2,Diesel,Manual,5.3,
Audi,A6,2014,4,2,Diesel,Automatic,5.3,
Audi,Q2,2020,3,1,Gasoline,Manual,5.35,
Audi,A3,2003,4,1.9,Diesel,Manual,5.35,
Audi,A3,2013,4,1.9,Diesel,Manual,5.35,
Audi,A3,2013,4,2,Diesel,Manual,5.35,
Audi,100,1994,4,2,Gasoline,Manual,5.35,
Audi,A4,2016,6,3,Diesel,Manual,5.35,
Audi,A4 allroad,2018,6,3,diesel,Automatic,5.35,139
Audi,A5,2016,6,3,Diesel,Automatic,5.35,
Audi,A5,2016,6,3,Diesel,Manual,5.35,
Audi,A6,2014,6,3,Diesel,Automatic,5.35,
Audi,A1,2020,4,1.4,Gasoline,Manual,5.4,
Audi,A3,2008,4,1.9,Diesel,Manual,5.4,
Audi,A4,2011,4,2,Diesel,Manual,5.4,
Audi,A4,2016,4,2,Diesel,Manual,5.4,
Audi,A4,2016,6,3,Diesel,Manual,5.4,
Audi,A3,2016,4,1.4,Gasoline,Manual,5.45,
Audi,A3,2008,4,1.9,Diesel,Manual,5.45,
Audi,A5,2011,4,2,Diesel,Manual,5.45,
Audi,Q3,2014,4,2,diesel,Manual,5.45,
Audi,Q5,2017,4,2,Diesel,Manual,5.45,
Audi,A6,2014,6,3,Diesel,Manual,5.45,
Audi,A4,2016,4,2,Diesel,Manual,5.5,
Audi,A5,2011,4,2,Diesel,Manual,5.5,
Audi,A3,2003,4,1.9,Diesel,Manual,5.55,
Audi,A4,2001,4,1.9,Diesel,Manual,5.55,
Audi,Q3,2020,4,2,diesel,Manual,5.55,138
Audi,100,1994,4,2,Gasoline,Manual,5.55,
Audi,A1,2014,4,1.4,Gasoline,Manual,5.6,
Audi,A3,2016,4,1.4,Gasoline,Manual,5.6,
Audi,A3,2020,4,1.4,Gasoline,Manual,5.6,
Audi,Q2,2020,4,1.5,Gasoline,Manual,5.6,124
Audi,A4,1999,4,1.9,Diesel,Manual,5.6,
Audi,A4,2001,4,1.9,Diesel,Manual,5.6,
Audi,A4,2001,4,1.9,Diesel,Automatic,5.6,
Audi,A6,2020,6,3,Diesel,Automatic,5.6,
Audi,A7,2020,6,3,diesel,Automatic,5.6,142
Audi,A7,2020,6,3,Diesel,Automatic,5.6,
Audi,Q7,2020,6,3,diesel,Automatic,5.6,144
Audi,A3,2020,4,1.4,Gasoline,Manual,5.65,
Audi,A4,2020,4,1.4,Gasoline,Manual,5.65,
Audi,A4,2020,4,1.4,Gasoline,Manual,5.65,124
Audi,A4,2011,4,2,Diesel,Manual,5.65,
Audi,A6,2011,4,2,Diesel,Manual,5.65,
Audi,TT,2010,4,2,diesel,Manual,5.65,
Audi,TT,2014,4,2,diesel,Manual,5.65,113
Audi,Q2,2020,3,1,Gasoline,Manual,5.7,123
Audi,A3,2013,4,1.2,Gasoline,Manual,5.7,
Audi,A1,2014,4,1.4,Gasoline,Manual,5.7,
Audi,A4,1999,4,1.9,Diesel,Manual,5.7,
Audi,A4,2001,4,1.9,Diesel,Manual,5.7,
Audi,A4,2011,4,2,Diesel,Manual,5.7,
Audi,A5,2011,4,2,Diesel,Manual,5.7,
Audi,A5,2016,4,2,Diesel,Manual,5.7,
Audi,Q3,2014,4,2,diesel,Manual,5.7,
Audi,Q3,2020,4,2,Diesel,Manual,5.7,
Audi,Q5,2020,4,2,Diesel,Manual,5.7,
Audi,100,1990,5,2,Gasoline,Manual,5.7,
Audi,100,1990,5,2.3,Gasoline,Manual,5.7,
Audi,A5,2019,6,3,diesel,Automatic,5.7,142
Audi,A5,2019,6,3,diesel,Automatic,5.7,143
Audi,A6,2020,6,3,Diesel,Automatic,5.7,
Audi,A7,2020,6,3,Diesel,Automatic,5.7,
Audi,A8,2020,6,3,Diesel,Automatic,5.7,
Audi,Q2,2020,4,1.4,Gasoline,Manual,5.75,
Audi,Q3,2020,4,1.4,Gasoline,Manual,5.75,127
Audi,A3,2013,4,1.6,Diesel,Manual,4,
Audi,A4,2020,4,2,Diesel,Manual,4,
Audi,A3,2016,4,1.6,Diesel,Manual,4.05,
Audi,A3,2020,4,1.6,Diesel,Manual,4.05,
Audi,A4,2020,4,2,Diesel,Manual,4.05,
Audi,A1,2014,4,1.6,Diesel,Manual,4.1,
Audi,A3,2013,4,1.6,Diesel,Manual,4.1,
Audi,A3,2016,4,1.6,Diesel,Manual,4.1,
Audi,A3,2020,4,1.6,Diesel,Manual,4.15,
Audi,A3,2020,4,2,Diesel,Manual,4.2,
Audi,A4,2020,4,2,Diesel,Manual,4.2,
Audi,A3,2016,4,2,Diesel,Manual,4.25,
Audi,A1,2014,4,2,Diesel,Manual,4.3,
Audi,A3,2016,4,2,Diesel,Manual,4.3,
Audi,A4,2020,4,2,diesel,Manual,4.3,104
Audi,TT,2020,4,2,diesel,Manual,4.3,110
Audi,TT,2020,4,2,Diesel,Manual,4.3,
Audi,A4,2005,4,1.9,Diesel,Manual,5.75,
Audi,A4 allroad,2016,4,2,diesel,Manual,5.75,
Audi,100,1994,4,2,Gasoline,Manual,5.75,
Audi,A8,2020,6,3,Diesel,Automatic,5.75,
Audi,A3,2008,4,2,Diesel,Manual,5.8,
Audi,A4,2011,4,2,Diesel,Manual,5.8,
Audi,A5,2011,4,2,Diesel,Manual,5.8,
Audi,Q5,2012,4,2,Diesel,Manual,5.8,
Audi,A4,2020,4,2,Gasoline,Manual,5.8,124
Audi,A4,2008,4,1.9,Diesel,Manual,5.85,
Audi,Q3,2014,4,2,diesel,Manual,5.85,
Audi,TT,2010,4,2,diesel,Manual,5.85,
Audi,TT,2014,4,2,diesel,Manual,5.85,118
Audi,100,1994,4,2,Gasoline,Automatic,5.85,
Audi,A3,2020,4,2,Gasoline,Manual,5.85,
Audi,A3,2005,4,2,Diesel,Manual,5.85,
Audi,A4,2005,4,1.9,Diesel,Manual,5.9,
Audi,A4,2005,4,1.9,Diesel,Automatic,5.9,
Audi,A3,2008,4,2,Diesel,Manual,5.9,
Audi,A4,2008,4,2,Diesel,Manual,5.9,
Audi,A4,2011,4,2,Diesel,Manual,5.9,
Audi,A5,2011,4,2,Diesel,Manual,5.9,
Audi,Q3,2019,4,2,diesel,Manual,5.9,150
Audi,A3,2020,4,2,Gasoline,Manual,5.9,
Audi,A4,2020,4,2,Gasoline,Manual,5.9,
Audi,A6,2020,6,3,Diesel,Automatic,5.9,
Audi,A7,2020,6,3,diesel,Automatic,5.9,150
Audi,A6,2001,4,1.9,Diesel,Manual,5.95,
Audi,A6,2001,4,1.9,Diesel,Automatic,5.95,
Audi,A4,2011,4,2,Diesel,Manual,5.95,
Audi,Q3,2014,4,2,diesel,Manual,5.95,
Audi,A3,2020,4,2,Gasoline,Manual,5.95,
Audi,100,1990,5,2,Gasoline,Automatic,5.95,
Audi,100,1990,5,2.3,Gasoline,Automatic,5.95,
Audi,100,1990,5,2.3,Gasoline,Manual,5.95,
Audi,A3,2013,4,1.2,Gasoline,Manual,6,
Audi,A4,2016,4,1.8,Gasoline,Automatic,6,
Audi,A5,2016,4,1.8,Gasoline,Automatic,6,
Audi,A4,2005,4,1.9,Diesel,Manual,6,
Audi,A4,2005,4,1.9,Diesel,Automatic,6,
Audi,A4,2008,4,1.9,Diesel,Manual,6,
Audi,A4,2011,4,2,Diesel,Automatic,6,
Audi,A6,2011,4,2,Diesel,Manual,6,
Audi,A4,2020,4,2,Gasoline,Manual,6,
Audi,Q3,2020,4,1.4,Gasoline,Manual,6.05,
Audi,80,1996,4,1.9,Diesel,Manual,6.05,
Audi,A4,2005,4,1.9,Diesel,Manual,6.05,
Audi,A4,2005,4,1.9,Diesel,Automatic,6.05,
Audi,A6,2001,4,1.9,Diesel,Manual,6.05,
Audi,A4,2011,4,2,Diesel,Manual,6.05,
Audi,A4,2016,4,2,Diesel,Manual,6.05,
Audi,A4 allroad,2016,4,2,diesel,Manual,6.05,
Audi,100,1994,4,2,Gasoline,Automatic,6.05,
Audi,A4,2016,6,3,Diesel,Manual,6.05,
Audi,A5,2016,6,3,Diesel,Manual,6.05,
Audi,A3,2013,4,1.4,Gasoline,Manual,6.1,
Audi,A4,2016,4,1.8,Gasoline,Manual,6.1,
Audi,A5,2016,4,1.8,Gasoline,Manual,6.1,
Audi,A5,2016,4,1.8,Gasoline,Automatic,6.1,
Audi,A4,2005,4,1.9,Diesel,Manual,6.1,
Audi,A4,2016,4,2,Diesel,Manual,6.1,
Audi,A4 allroad,2016,4,2,diesel,Manual,6.1,156
Audi,A6,2011,4,2,Diesel,Manual,6.1,
Audi,A6,2011,4,2,Diesel,Automatic,6.1,
Audi,Q5,2017,6,2,Diesel,Manual,6.1,
Audi,Q5,2017,4,2,Diesel,Manual,6.1,
Audi,A5,2016,6,3,Diesel,Manual,6.1,
Audi,A6 allroad,2019,6,3,diesel,Automatic,6.1,156
Audi,A3,2016,4,1.8,Gasoline,Manual,6.15,
Audi,TT,2020,4,1.8,Gasoline,Manual,6.15,134
Audi,A4,2008,4,1.9,Diesel,Manual,6.15,
Audi,A6,2001,4,1.9,Diesel,Manual,6.15,
Audi,A6,2004,4,1.9,Diesel,Manual,6.15,
Audi,A4,2008,4,2,Diesel,Manual,6.15,
Audi,A4,2008,4,2,Diesel,Automatic,6.15,
Audi,A5,2011,4,2,Diesel,Automatic,6.15,
Audi,A6,2008,4,2,Diesel,Manual,6.15,
Audi,A6,2011,4,2,Diesel,Automatic,6.15,
Audi,TT,2020,4,2,Gasoline,Manual,6.15,137
Audi,TT,2020,4,2,Gasoline,Manual,6.15,
Audi,100,1994,5,2.5,Diesel,Automatic,6.15,
Audi,100,1994,5,2.5,Diesel,Manual,6.15,
Audi,Q5,2020,6,3,Diesel,Automatic,6.15,
Audi,Q3,2014,4,1.4,Gasoline,Manual,6.2,
Audi,Q3,2014,4,1.4,Gasoline,Manual,6.2,
Audi,A4,2016,4,1.8,Gasoline,Automatic,6.2,
Audi,A5,2016,4,1.8,Gasoline,Manual,6.2,
Audi,80,1996,4,1.9,diesel,Automatic,6.2,
Audi,A3,2013,4,2,Diesel,Manual,6.2,
Audi,A3,2008,4,2,Diesel,Manual,6.2,
Audi,A6,2008,4,2,Diesel,Automatic,6.2,
Audi,A4,2016,4,2,Gasoline,Automatic,6.2,
Audi,A5,2016,4,2,Gasoline,Automatic,6.2,
Audi,A6,2014,4,2,Hybrid,Automatic,6.2,
Audi,A4,2016,6,3,Diesel,Manual,6.2,
Audi,A8,2018,6,3,Diesel,Automatic,6.2,
Audi,Q5,2020,6,3,Diesel,Automatic,6.2,
Audi,A6,2020,4,1.8,Gasoline,Manual,6.25,
Audi,TT,2020,4,1.8,Gasoline,Manual,6.25,
Audi,TT,2020,4,1.8,Gasoline,Manual,6.25,138
Audi,A4,2008,4,2,Diesel,Manual,6.25,
Audi,A4,2011,4,2,Diesel,Automatic,6.25,
Audi,A5,2016,4,2,Gasoline,Manual,6.25,
Audi,A8,2018,4,2,hybrid,Automatic,6.25,
Audi,100,1994,5,2.3,Gasoline,Manual,6.25,
Audi,100,1994,6,2.6,Gasoline,Manual,6.25,
Audi,100,1994,6,2.8,Gasoline,Manual,6.25,
Audi,A5,2019,6,3,diesel,Automatic,6.25,158
Audi,A3,2013,4,1.4,Gasoline,Manual,6.3,
Audi,80,1996,4,1.9,diesel,Automatic,6.3,
Audi,A4,1999,4,1.9,Diesel,Automatic,6.3,
Audi,A4,1999,4,1.9,Diesel,Manual,6.3,
Audi,A4,2001,4,1.9,Diesel,Automatic,6.3,
Audi,A4,2001,4,1.9,Diesel,Manual,6.3,
Audi,A6,2004,4,1.9,Diesel,Automatic,6.3,
Audi,A3,2008,4,2,Diesel,Manual,6.3,
Audi,A4,2011,4,2,Diesel,Manual,6.3,
Audi,A4,2016,4,2,Gasoline,Automatic,6.3,
Audi,A4,2016,4,2,Gasoline,Manual,6.3,
Audi,A5,2020,4,2,Gasoline,Manual,6.3,
Audi,A5,2016,4,2,Gasoline,Manual,6.3,
Audi,A5,2016,4,2,Gasoline,Automatic,6.3,
Audi,A8,2014,4,2,Hybrid,Automatic,6.3,
Audi,A5,2019,6,3,diesel,Automatic,6.3,158
Audi,A6,2020,6,3,Diesel,Automatic,6.3,
Audi,A8,2014,6,3,Diesel,Automatic,6.3,
Audi,A2,2005,4,1.4,Gasoline,Manual,6.35,
Audi,Q3,2020,4,1.5,Gasoline,Manual,6.35,
Audi,TT,2020,4,1.8,Gasoline,Manual,6.35,
Audi,A4,2001,4,1.9,Diesel,Manual,6.35,
Audi,Cabriolet,2001,4,1.9,Diesel,Manual,6.35,
Audi,A3,2008,4,2,Diesel,Manual,6.35,
Audi,A4,2016,4,2,Gasoline,Automatic,6.35,
Audi,A5,2016,4,2,Gasoline,Automatic,6.35,
Audi,TT,2020,4,2,Gasoline,Manual,6.35,140
Audi,A4 allroad,2020,6,3,diesel,Automatic,6.35,161
Audi,A8,2018,6,3,Diesel,Automatic,6.35,
Audi,A2,2005,4,1.6,Gasoline,Manual,6.4,
Audi,A3,2016,4,1.8,Gasoline,Manual,6.4,
Audi,A5,2016,4,1.8,Gasoline,Automatic,6.4,
Audi,A3,2003,4,1.9,Diesel,Manual,6.4,
Audi,A6,2004,4,1.9,Diesel,Manual,6.4,
Audi,A3,2008,4,2,Diesel,Manual,6.4,
Audi,A6,2008,4,2,Diesel,Manual,6.4,
Audi,Q5,2012,4,2,Diesel,Manual,6.4,
Audi,100,1994,5,2.3,Gasoline,Automatic,6.4,
Audi,S4,2020,6,3,Diesel,Automatic,6.4,
Audi,S5,2019,6,3,diesel,Automatic,6.4,161
Audi,S5,2019,6,3,diesel,Automatic,6.4,162
Audi,A4,2016,4,1.8,Gasoline,Manual,6.45,
Audi,A5,2016,4,1.8,Gasoline,Manual,6.45,
Audi,A4,2001,4,1.9,Diesel,Manual,6.45,
Audi,Q5,2012,4,2,Diesel,Manual,6.45,
Audi,A5,2016,4,2,Gasoline,Automatic,6.45,
Audi,A4,2011,6,2.7,Diesel,Manual,6.45,
Audi,A5,2011,6,2.7,Diesel,Manual,6.45,
Audi,A5,2019,6,3,diesel,Automatic,6.45,163
Audi,S4,2020,6,3,Diesel,Automatic,6.45,
Audi,A4,2016,4,1.8,Gasoline,Automatic,6.5,
Audi,A5,2016,4,1.8,Gasoline,Manual,6.5,
Audi,A5,2016,4,1.8,Gasoline,Automatic,6.5,
Audi,80,1996,4,1.9,diesel,Manual,6.5,
Audi,A4,2005,4,1.9,Diesel,Manual,6.5,
Audi,A4,2011,4,2,Diesel,Manual,6.5,
Audi,A5,2016,4,2,Gasoline,Automatic,6.5,
Audi,100,1994,5,2.3,Gasoline,Manual,6.5,
Audi,A6,2020,6,3,Diesel,Automatic,6.5,
Audi,Q7,2020,6,3,Diesel,Automatic,6.5,
Audi,Q7,2020,6,3,diesel,Automatic,6.5,164
Audi,S6,2020,6,3,diesel,Automatic,6.5,165
Audi,Q3,2019,4,1.5,Gasoline,Manual,6.55,145
Audi,A6,2020,4,1.8,Gasoline,Manual,6.55,
Audi,A4,2016,4,2,Gasoline,Automatic,6.55,
Audi,A5,2016,4,2,Gasoline,Automatic,6.55,
Audi,TT,2020,4,2,Gasoline,Manual,6.55,
Audi,100,1990,5,2.2,Gasoline,Manual,6.6,
Audi,A4,2016,4,1.8,Gasoline,Automatic,6.65,
Audi,A4,2016,4,1.8,Gasoline,Manual,6.65,
Audi,A4,2016,4,2,Gasoline,Manual,6.65,
Audi,A5,2016,4,2,Gasoline,Manual,6.65,
Audi,100,1994,5,2.3,Gasoline,Automatic,6.65,
Audi,100,1994,6,2.6,Gasoline,Manual,6.65,
Audi,A4,2011,6,2.7,Diesel,Manual,6.65,
Audi,A5,2011,6,2.7,Diesel,Manual,6.65,
Audi,A6,2011,6,2.7,Diesel,Manual,6.65,
Audi,A5,2016,4,1.8,Gasoline,Manual,6.7,
Audi,A5,2016,4,1.8,Gasoline,Automatic,6.7,
Audi,A4,2011,4,2,Diesel,Manual,6.7,
Audi,A4 allroad,2011,4,2,diesel,Manual,6.7,
Audi,A4,2016,4,2,Gasoline,Manual,6.7,
Audi,A5,2016,4,2,Gasoline,Automatic,6.7,
Audi,A5,2016,4,2,Gasoline,Manual,6.7,
Audi,A5,2011,6,2.7,Diesel,Automatic,6.7,
Audi,A6,2014,6,3,Diesel,Automatic,6.7,
Audi,A6,2020,6,3,Diesel,Automatic,6.7,
Audi,A3,2008,4,1.4,Gasoline,Manual,6.75,
Audi,A3,2000,4,1.9,Diesel,Automatic,6.75,
Audi,A3,2003,4,1.9,Diesel,Automatic,6.75,
Audi,A4,2011,4,2,Gasoline,Manual,6.75,
Audi,A4,2016,4,2,Gasoline,Manual,6.75,
Audi,A5,2016,4,2,Gasoline,Manual,6.75,
Audi,A6,2014,4,2,Gasoline,Automatic,6.75,
Audi,100,1994,6,2.6,Gasoline,Automatic,6.75,
Audi,A5,2011,6,2.7,Diesel,Automatic,6.75,
Audi,A6,2011,6,2.7,Diesel,Automatic,6.75,
Audi,100,1994,6,2.8,Gasoline,Manual,6.75,
Audi,A6,2020,6,3,Diesel,Automatic,6.75,
Audi,A6 allroad,2019,6,3,diesel,Automatic,6.75,
Audi,A6 allroad,2019,6,3,diesel,Automatic,6.75,169
Audi,A7,2020,6,3,diesel,Automatic,6.75,
Audi,A8,2018,6,3,Diesel,Automatic,6.75,
Audi,S6,2020,6,3,diesel,Automatic,6.75,171
Audi,A4,2016,4,1.8,Gasoline,Manual,6.8,
Audi,A3,2000,4,1.9,Diesel,Automatic,6.8,
Audi,A3,2008,4,2,Diesel,Manual,6.8,
Audi,A5,2011,4,2,Gasoline,Manual,6.8,
Audi,A5,2011,6,2.7,Diesel,Automatic,6.8,
Audi,A8,2018,6,3,Diesel,Automatic,6.8,
Audi,TT,2014,4,1.8,Gasoline,Manual,6.85,120
Audi,TT,2014,4,1.8,Gasoline,Manual,6.85,
Audi,A6,1997,4,1.9,Diesel,Manual,6.85,
Audi,A4,2008,4,2,Diesel,Manual,6.85,
Audi,A4,2008,4,2,Diesel,Automatic,6.85,
Audi,A6,2014,4,2,Gasoline,Manual,6.85,
Audi,Q5,2012,4,2,Hybrid,Automatic,6.85,
Audi,Q5,2017,4,2,Hybrid,Automatic,6.85,
Audi,A6,2011,6,2.7,Diesel,Automatic,6.85,
Audi,A6 allroad,2019,6,3,diesel,Automatic,6.85,172
Audi,Q7,2019,6,3,diesel,Automatic,6.85,178
Audi,A5,2016,4,1.8,Gasoline,Automatic,6.9,
Audi,A4,1999,4,1.9,Diesel,Automatic,6.9,
Audi,A4,2001,4,1.9,Diesel,Automatic,6.9,
Audi,A3,2008,4,2,Diesel,Manual,6.9,
Audi,A5,2011,4,2,Gasoline,Manual,6.9,
Audi,A5,2016,4,2,Gasoline,Manual,6.9,
Audi,A4,2011,6,2.7,Diesel,Automatic,6.9,
Audi,100,1994,6,2.8,Gasoline,Automatic,6.9,
Audi,A8,2014,6,3,Diesel,Automatic,6.9,
Audi,A3,2008,4,1.4,Gasoline,Manual,6.95,
Audi,A4,2016,4,1.8,Gasoline,Manual,6.95,
Audi,A5,2016,4,1.8,Gasoline,Manual,6.95,
Audi,TT,2014,4,1.8,Gasoline,Manual,6.95,123
Audi,TT,2014,4,1.8,Gasoline,Manual,6.95,
Audi,A4,1999,4,1.9,Diesel,Automatic,6.95,
Audi,A4,2001,4,1.9,Diesel,Automatic,6.95,
Audi,A6,2014,6,3,Diesel,Automatic,6.95,
Audi,A6 allroad,2014,6,3,diesel,Automatic,6.95,
Audi,80,1991,4,1.6,Gasoline,Manual,7,
Audi,80,1996,4,1.6,Gasoline,Manual,7,
Audi,A3,2005,4,1.6,Gasoline,Manual,7,
Audi,A3,2008,4,1.6,Gasoline,Manual,7,
Audi,A3,2013,4,1.8,Gasoline,Manual,7,
Audi,A3,2003,4,1.9,Diesel,Automatic,7,
Audi,A4,2011,4,2,Gasoline,Manual,7,
Audi,A5,2016,4,2,Gasoline,Manual,7,
Audi,TT,2020,4,2,Gasoline,Manual,7,150
Audi,SQ5,2017,6,3,Diesel,Automatic,7,
Audi,A3,2008,4,1.6,Gasoline,Manual,7.05,
Audi,A4,2016,4,1.8,Gasoline,Manual,7.05,
Audi,A4,1999,4,1.9,Diesel,Automatic,7.05,
Audi,A4,2008,4,2,Diesel,Manual,7.05,
Audi,A4,2016,4,2,Gasoline,Manual,7.05,
Audi,A5,2016,4,2,Gasoline,Automatic,7.05,
Audi,A5,2016,4,2,Gasoline,Manual,7.05,
Audi,TT,2014,4,2,Gasoline,Manual,7.05,122
Audi,TT,2014,4,2,Gasoline,Manual,7.05,
Audi,A4,2008,4,2,Diesel,Manual,7.05,
Audi,A4,2011,6,3,Diesel,Manual,7.05,
Audi,A5,2011,6,3,Diesel,Manual,7.05,
Audi,Q7,2019,6,3,diesel,Automatic,7.05,182
Audi,A4,1999,4,1.9,Diesel,Automatic,7.1,
Audi,A4,2011,4,2,Gasoline,Manual,7.1,
Audi,A4,2020,4,2,Gasoline,Manual,7.1,152
Audi,A4,2011,6,3,Diesel,Automatic,7.1,
Audi,TT,2010,4,1.8,Gasoline,Manual,7.15,
Audi,TT,2010,4,1.8,Gasoline,Manual,7.15,
Audi,A4,2008,4,2,diesel,Manual,7.15,181
Audi,A6,2008,4,2,Diesel,Automatic,7.15,
Audi,A4,2016,4,2,Gasoline,Manual,7.15,
Audi,TT,2020,4,2,Gasoline,Manual,7.15,154
Audi,A4,2011,6,3,Diesel,Manual,7.15,
Audi,A5,2011,6,3,Diesel,Manual,7.15,
Audi,A6,2011,6,3,Diesel,Manual,7.15,
Audi,A3,2013,4,1.8,Gasoline,Manual,7.2,
Audi,Q3,2020,4,2,Gasoline,Manual,7.2,154
Audi,TT,2010,4,2,Gasoline,Manual,7.2,
Audi,TT,2014,4,2,Gasoline,Manual,7.2,
Audi,TT,2014,4,2,Gasoline,Manual,7.2,
Audi,100,1990,5,2.2,Gasoline,Automatic,7.2,
Audi,A4,2016,4,2,Gasoline,Manual,7.25,
Audi,A5,2011,4,2,Gasoline,Manual,7.25,
Audi,A5,2016,4,2,Gasoline,Manual,7.25,
Audi,A4,2005,6,2.5,Diesel,Automatic,7.25,
Audi,S4,1994,5,2.2,Gasoline,Manual,7.3,
Audi,A4,2008,6,2.5,Diesel,Automatic,7.3,
Audi,A4,2008,6,2.7,Diesel,Manual,7.3,
Audi,A4,2008,6,2.7,Diesel,Automatic,7.3,
Audi,A4,2011,6,3,Diesel,Automatic,7.3,
Audi,TT,2010,4,1.8,Gasoline,Manual,7.35,
Audi,A6,2001,4,1.9,Diesel,Automatic,7.35,
Audi,A4,2008,4,2,Diesel,Manual,7.35,
Audi,A4,2008,4,2,diesel,Manual,7.35,179
Audi,A4,2016,4,2,Gasoline,Manual,7.35,
Audi,A4 allroad,2016,4,2,Gasoline,Automatic,7.35,
Audi,A5,2016,4,2,Gasoline,Manual,7.35,
Audi,A6,1997,5,2.5,Diesel,Manual,7.35,
Audi,Q7,2015,6,3,Diesel,Automatic,7.35,
Audi,SQ5,2020,6,3,diesel,Automatic,7.35,185
Audi,A3,2013,4,1.6,Gasoline,Manual,7.4,
Audi,A4,2016,4,2,Gasoline,Manual,7.4,
Audi,A6,1997,5,2.5,Diesel,Manual,7.4,
Audi,A6,2004,6,2.5,Diesel,Automatic,7.4,
Audi,100,1994,6,2.6,Gasoline,Automatic,7.4,
Audi,A4,2008,6,2.7,Diesel,Manual,7.4,
Audi,A6,2008,6,2.7,Diesel,Manual,7.4,
Audi,100,1994,6,2.8,Gasoline,Automatic,7.4,
Audi,A3,2000,4,1.6,Gasoline,Manual,7.45,
Audi,A3,2003,4,1.6,Gasoline,Manual,7.45,
Audi,A3,2013,4,1.6,Gasoline,Manual,7.45,
Audi,A4,2001,4,1.9,Diesel,Automatic,7.45,
Audi,A6,2001,4,1.9,Diesel,Automatic,7.45,
Audi,A3,2005,4,2,Gasoline,Manual,7.45,
Audi,A4 allroad,2016,4,2,Gasoline,Manual,7.45,
Audi,S3,2016,4,2,Gasoline,Manual,7.45,
Audi,S3,2019,4,2,Gasoline,Manual,7.45,162
Audi,TT,2020,4,2,Gasoline,Manual,7.45,
Audi,100,1990,5,2.2,Gasoline,Manual,7.45,
Audi,A4,2001,6,2.5,Diesel,Manual,7.45,
Audi,A4,2008,6,2.5,Diesel,Manual,7.45,
Audi,80,1991,4,1.8,Gasoline,Manual,7.5,
Audi,A4,2011,4,1.8,Gasoline,Manual,7.5,
Audi,80,1991,4,2,Gasoline,Manual,7.5,
Audi,A5,2016,4,2,Gasoline,Manual,7.5,
